order_id,customer_id,product_id,product_name,category,producer_id,quantity,price,order_date,delivery_date,order_total,status
4598,140,49,Hot Sauce (150ml),preserves,10,1,4.5,17/11/2025,19/11/2025,28.6,delivered
4598,140,28,Double Cream (300ml),dairy,3,3,2.5,17/11/2025,19/11/2025,28.6,delivered
4598,140,47,Beetroot Relish (200g),preserves,9,2,3.5,17/11/2025,19/11/2025,28.6,delivered
4599,140,43,Seville Marmalade (340g),preserves,9,4,4.5,22/11/2025,24/11/2025,44.4,delivered
4599,140,49,Hot Sauce (150ml),preserves,10,1,4.5,22/11/2025,24/11/2025,44.4,delivered
4599,140,23,Free Range Eggs (dozen),dairy,2,2,3.2,22/11/2025,24/11/2025,44.4,delivered
4599,140,56,Spring Onions (bunch),seasonal,5,3,1.5,22/11/2025,24/11/2025,44.4,delivered
4599,140,28,Double Cream (300ml),dairy,3,3,2.5,22/11/2025,24/11/2025,44.4,delivered
4599,140,47,Beetroot Relish (200g),preserves,9,1,3.5,22/11/2025,24/11/2025,44.4,delivered
4600,140,23,Free Range Eggs (dozen),dairy,2,2,3.2,01/12/2025,03/12/2025,44.4,delivered
4600,140,56,Spring Onions (bunch),seasonal,5,4,1.5,01/12/2025,03/12/2025,44.4,delivered
4600,140,43,Seville Marmalade (340g),preserves,9,4,4.5,01/12/2025,03/12/2025,44.4,delivered
4600,140,28,Double Cream (300ml),dairy,3,2,2.5,01/12/2025,03/12/2025,44.4,delivered
4600,140,49,Hot Sauce (150ml),preserves,10,2,4.5,01/12/2025,03/12/2025,44.4,delivered
4601,140,43,Seville Marmalade (340g),preserves,9,2,4.5,11/12/2025,13/12/2025,25.4,delivered
4601,140,28,Double Cream (300ml),dairy,3,1,2.5,11/12/2025,13/12/2025,25.4,delivered
4601,140,56,Spring Onions (bunch),seasonal,5,2,1.5,11/12/2025,13/12/2025,25.4,delivered
4601,140,23,Free Range Eggs (dozen),dairy,2,2,3.2,11/12/2025,13/12/2025,25.4,delivered
4601,140,49,Hot Sauce (150ml),preserves,10,1,4.5,11/12/2025,13/12/2025,25.4,delivered
4602,140,49,Hot Sauce (150ml),preserves,10,1,4.5,19/12/2025,21/12/2025,35.8,delivered
4602,140,23,Free Range Eggs (dozen),dairy,2,4,3.2,19/12/2025,21/12/2025,35.8,delivered
4602,140,43,Seville Marmalade (340g),preserves,9,2,4.5,19/12/2025,21/12/2025,35.8,delivered
4602,140,56,Spring Onions (bunch),seasonal,5,4,1.5,19/12/2025,21/12/2025,35.8,delivered
4602,140,47,Beetroot Relish (200g),preserves,9,1,3.5,19/12/2025,21/12/2025,35.8,delivered
4603,140,28,Double Cream (300ml),dairy,3,3,2.5,27/12/2025,29/12/2025,25.5,delivered
4603,140,43,Seville Marmalade (340g),preserves,9,4,4.5,27/12/2025,29/12/2025,25.5,delivered
4604,140,49,Hot Sauce (150ml),preserves,10,2,4.5,02/01/2026,04/01/2026,46.9,delivered
4604,140,56,Spring Onions (bunch),seasonal,5,2,1.5,02/01/2026,04/01/2026,46.9,delivered
4604,140,23,Free Range Eggs (dozen),dairy,2,2,3.2,02/01/2026,04/01/2026,46.9,delivered
4604,140,43,Seville Marmalade (340g),preserves,9,4,4.5,02/01/2026,04/01/2026,46.9,delivered
4604,140,47,Beetroot Relish (200g),preserves,9,3,3.5,02/01/2026,04/01/2026,46.9,delivered
4605,140,43,Seville Marmalade (340g),preserves,9,2,4.5,09/01/2026,11/01/2026,43.4,delivered
4605,140,56,Spring Onions (bunch),seasonal,5,3,1.5,09/01/2026,11/01/2026,43.4,delivered
4605,140,28,Double Cream (300ml),dairy,3,3,2.5,09/01/2026,11/01/2026,43.4,delivered
4605,140,49,Hot Sauce (150ml),preserves,10,2,4.5,09/01/2026,11/01/2026,43.4,delivered
4605,140,47,Beetroot Relish (200g),preserves,9,2,3.5,09/01/2026,11/01/2026,43.4,delivered
4605,140,23,Free Range Eggs (dozen),dairy,2,2,3.2,09/01/2026,11/01/2026,43.4,delivered
4606,140,49,Hot Sauce (150ml),preserves,10,2,4.5,13/01/2026,15/01/2026,53.3,delivered
4606,140,43,Seville Marmalade (340g),preserves,9,3,4.5,13/01/2026,15/01/2026,53.3,delivered
4606,140,47,Beetroot Relish (200g),preserves,9,3,3.5,13/01/2026,15/01/2026,53.3,delivered
4606,140,28,Double Cream (300ml),dairy,3,3,2.5,13/01/2026,15/01/2026,53.3,delivered
4606,140,23,Free Range Eggs (dozen),dairy,2,4,3.2,13/01/2026,15/01/2026,53.3,delivered
4607,140,43,Seville Marmalade (340g),preserves,9,2,4.5,23/01/2026,25/01/2026,30.4,delivered
4607,140,23,Free Range Eggs (dozen),dairy,2,2,3.2,23/01/2026,25/01/2026,30.4,delivered
4607,140,47,Beetroot Relish (200g),preserves,9,3,3.5,23/01/2026,25/01/2026,30.4,delivered
4607,140,49,Hot Sauce (150ml),preserves,10,1,4.5,23/01/2026,25/01/2026,30.4,delivered
4608,140,47,Beetroot Relish (200g),preserves,9,3,3.5,31/01/2026,02/02/2026,33,delivered
4608,140,43,Seville Marmalade (340g),preserves,9,4,4.5,31/01/2026,02/02/2026,33,delivered
4608,140,49,Hot Sauce (150ml),preserves,10,1,4.5,31/01/2026,02/02/2026,33,delivered
4609,140,28,Double Cream (300ml),dairy,3,3,2.5,06/02/2026,08/02/2026,45.4,delivered
4609,140,49,Hot Sauce (150ml),preserves,10,2,4.5,06/02/2026,08/02/2026,45.4,delivered
4609,140,23,Free Range Eggs (dozen),dairy,2,2,3.2,06/02/2026,08/02/2026,45.4,delivered
4609,140,47,Beetroot Relish (200g),preserves,9,3,3.5,06/02/2026,08/02/2026,45.4,delivered
4609,140,56,Spring Onions (bunch),seasonal,5,2,1.5,06/02/2026,08/02/2026,45.4,delivered
4609,140,43,Seville Marmalade (340g),preserves,9,2,4.5,06/02/2026,08/02/2026,45.4,delivered
4610,140,23,Free Range Eggs (dozen),dairy,2,3,3.2,13/02/2026,15/02/2026,48.6,delivered
4610,140,28,Double Cream (300ml),dairy,3,3,2.5,13/02/2026,15/02/2026,48.6,delivered
4610,140,47,Beetroot Relish (200g),preserves,9,3,3.5,13/02/2026,15/02/2026,48.6,delivered
4610,140,56,Spring Onions (bunch),seasonal,5,2,1.5,13/02/2026,15/02/2026,48.6,delivered
4610,140,43,Seville Marmalade (340g),preserves,9,3,4.5,13/02/2026,15/02/2026,48.6,delivered
4610,140,49,Hot Sauce (150ml),preserves,10,1,4.5,13/02/2026,15/02/2026,48.6,delivered
4611,140,56,Spring Onions (bunch),seasonal,5,3,1.5,21/02/2026,23/02/2026,46.6,delivered
4611,140,28,Double Cream (300ml),dairy,3,3,2.5,21/02/2026,23/02/2026,46.6,delivered
4611,140,43,Seville Marmalade (340g),preserves,9,3,4.5,21/02/2026,23/02/2026,46.6,delivered
4611,140,47,Beetroot Relish (200g),preserves,9,2,3.5,21/02/2026,23/02/2026,46.6,delivered
4611,140,49,Hot Sauce (150ml),preserves,10,1,4.5,21/02/2026,23/02/2026,46.6,delivered
4611,140,23,Free Range Eggs (dozen),dairy,2,3,3.2,21/02/2026,23/02/2026,46.6,delivered
4612,140,43,Seville Marmalade (340g),preserves,9,2,4.5,25/02/2026,27/02/2026,36.6,delivered
4612,140,56,Spring Onions (bunch),seasonal,5,4,1.5,25/02/2026,27/02/2026,36.6,delivered
4612,140,28,Double Cream (300ml),dairy,3,2,2.5,25/02/2026,27/02/2026,36.6,delivered
4612,140,23,Free Range Eggs (dozen),dairy,2,3,3.2,25/02/2026,27/02/2026,36.6,delivered
4612,140,47,Beetroot Relish (200g),preserves,9,2,3.5,25/02/2026,27/02/2026,36.6,delivered
4613,140,43,Seville Marmalade (340g),preserves,9,3,4.5,07/03/2026,09/03/2026,34.3,delivered
4613,140,23,Free Range Eggs (dozen),dairy,2,4,3.2,07/03/2026,09/03/2026,34.3,delivered
4613,140,28,Double Cream (300ml),dairy,3,2,2.5,07/03/2026,09/03/2026,34.3,delivered
4613,140,56,Spring Onions (bunch),seasonal,5,2,1.5,07/03/2026,09/03/2026,34.3,delivered
4614,140,49,Hot Sauce (150ml),preserves,10,1,4.5,16/03/2026,18/03/2026,12.5,delivered
4614,140,47,Beetroot Relish (200g),preserves,9,1,3.5,16/03/2026,18/03/2026,12.5,delivered
4614,140,56,Spring Onions (bunch),seasonal,5,3,1.5,16/03/2026,18/03/2026,12.5,delivered
4615,140,43,Seville Marmalade (340g),preserves,9,2,4.5,22/03/2026,24/03/2026,21.8,delivered
4615,140,23,Free Range Eggs (dozen),dairy,2,4,3.2,22/03/2026,24/03/2026,21.8,delivered
4616,140,49,Hot Sauce (150ml),preserves,10,2,4.5,28/03/2026,30/03/2026,47.6,delivered
4616,140,23,Free Range Eggs (dozen),dairy,2,3,3.2,28/03/2026,30/03/2026,47.6,delivered
4616,140,43,Seville Marmalade (340g),preserves,9,4,4.5,28/03/2026,30/03/2026,47.6,delivered
4616,140,47,Beetroot Relish (200g),preserves,9,1,3.5,28/03/2026,30/03/2026,47.6,delivered
4616,140,28,Double Cream (300ml),dairy,3,3,2.5,28/03/2026,30/03/2026,47.6,delivered
4617,141,36,Seeded Batch Loaf,bakery,6,3,4.2,12/04/2025,14/04/2025,35.6,delivered
4617,141,7,Leeks (bunch of 3),vegetables,2,1,2,12/04/2025,14/04/2025,35.6,delivered
4617,141,23,Free Range Eggs (dozen),dairy,2,4,3.2,12/04/2025,14/04/2025,35.6,delivered
4617,141,15,Conference Pears (4 pack),fruit,7,1,3.8,12/04/2025,14/04/2025,35.6,delivered
4617,141,25,Semi Skimmed Milk (2 litres),dairy,3,2,2.2,12/04/2025,14/04/2025,35.6,delivered
4618,141,15,Conference Pears (4 pack),fruit,7,1,3.8,19/04/2025,21/04/2025,50.6,delivered
4618,141,36,Seeded Batch Loaf,bakery,6,4,4.2,19/04/2025,21/04/2025,50.6,delivered
4618,141,59,Damson Gin (200ml),seasonal,10,2,12,19/04/2025,21/04/2025,50.6,delivered
4618,141,7,Leeks (bunch of 3),vegetables,2,3,2,19/04/2025,21/04/2025,50.6,delivered
4619,141,23,Free Range Eggs (dozen),dairy,2,4,3.2,28/04/2025,30/04/2025,35.2,delivered
4619,141,36,Seeded Batch Loaf,bakery,6,2,4.2,28/04/2025,30/04/2025,35.2,delivered
4619,141,7,Leeks (bunch of 3),vegetables,2,1,2,28/04/2025,30/04/2025,35.2,delivered
4619,141,59,Damson Gin (200ml),seasonal,10,1,12,28/04/2025,30/04/2025,35.2,delivered
4620,141,7,Leeks (bunch of 3),vegetables,2,2,2,08/05/2025,10/05/2025,18.8,delivered
4620,141,36,Seeded Batch Loaf,bakery,6,2,4.2,08/05/2025,10/05/2025,18.8,delivered
4620,141,13,Bramley Apples (1kg),fruit,7,2,3.2,08/05/2025,10/05/2025,18.8,delivered
4621,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,17/05/2025,19/05/2025,34.6,delivered
4621,141,7,Leeks (bunch of 3),vegetables,2,3,2,17/05/2025,19/05/2025,34.6,delivered
4621,141,36,Seeded Batch Loaf,bakery,6,3,4.2,17/05/2025,19/05/2025,34.6,delivered
4622,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,23/05/2025,25/05/2025,54.4,delivered
4622,141,7,Leeks (bunch of 3),vegetables,2,2,2,23/05/2025,25/05/2025,54.4,delivered
4622,141,36,Seeded Batch Loaf,bakery,6,4,4.2,23/05/2025,25/05/2025,54.4,delivered
4622,141,59,Damson Gin (200ml),seasonal,10,2,12,23/05/2025,25/05/2025,54.4,delivered
4623,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,28/05/2025,30/05/2025,56,delivered
4623,141,7,Leeks (bunch of 3),vegetables,2,3,2,28/05/2025,30/05/2025,56,delivered
4623,141,59,Damson Gin (200ml),seasonal,10,2,12,28/05/2025,30/05/2025,56,delivered
4623,141,15,Conference Pears (4 pack),fruit,7,1,3.8,28/05/2025,30/05/2025,56,delivered
4623,141,36,Seeded Batch Loaf,bakery,6,3,4.2,28/05/2025,30/05/2025,56,delivered
4624,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,03/06/2025,05/06/2025,52.4,delivered
4624,141,36,Seeded Batch Loaf,bakery,6,4,4.2,03/06/2025,05/06/2025,52.4,delivered
4624,141,7,Leeks (bunch of 3),vegetables,2,1,2,03/06/2025,05/06/2025,52.4,delivered
4624,141,59,Damson Gin (200ml),seasonal,10,2,12,03/06/2025,05/06/2025,52.4,delivered
4625,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,12/06/2025,14/06/2025,40.2,delivered
4625,141,59,Damson Gin (200ml),seasonal,10,1,12,12/06/2025,14/06/2025,40.2,delivered
4625,141,36,Seeded Batch Loaf,bakery,6,2,4.2,12/06/2025,14/06/2025,40.2,delivered
4625,141,15,Conference Pears (4 pack),fruit,7,1,3.8,12/06/2025,14/06/2025,40.2,delivered
4626,141,36,Seeded Batch Loaf,bakery,6,3,4.2,16/06/2025,18/06/2025,40.6,delivered
4626,141,59,Damson Gin (200ml),seasonal,10,1,12,16/06/2025,18/06/2025,40.6,delivered
4626,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,16/06/2025,18/06/2025,40.6,delivered
4627,141,36,Seeded Batch Loaf,bakery,6,3,4.2,24/06/2025,26/06/2025,36.2,delivered
4627,141,7,Leeks (bunch of 3),vegetables,2,1,2,24/06/2025,26/06/2025,36.2,delivered
4627,141,59,Damson Gin (200ml),seasonal,10,1,12,24/06/2025,26/06/2025,36.2,delivered
4627,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,24/06/2025,26/06/2025,36.2,delivered
4628,141,59,Damson Gin (200ml),seasonal,10,1,12,30/06/2025,02/07/2025,40,delivered
4628,141,36,Seeded Batch Loaf,bakery,6,3,4.2,30/06/2025,02/07/2025,40,delivered
4628,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,30/06/2025,02/07/2025,40,delivered
4628,141,7,Leeks (bunch of 3),vegetables,2,1,2,30/06/2025,02/07/2025,40,delivered
4628,141,15,Conference Pears (4 pack),fruit,7,1,3.8,30/06/2025,02/07/2025,40,delivered
4629,141,15,Conference Pears (4 pack),fruit,7,1,3.8,10/07/2025,12/07/2025,30,delivered
4629,141,36,Seeded Batch Loaf,bakery,6,3,4.2,10/07/2025,12/07/2025,30,delivered
4629,141,7,Leeks (bunch of 3),vegetables,2,2,2,10/07/2025,12/07/2025,30,delivered
4629,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,10/07/2025,12/07/2025,30,delivered
4630,141,23,Free Range Eggs (dozen),dairy,2,4,3.2,19/07/2025,21/07/2025,34.6,delivered
4630,141,59,Damson Gin (200ml),seasonal,10,1,12,19/07/2025,21/07/2025,34.6,delivered
4630,141,15,Conference Pears (4 pack),fruit,7,1,3.8,19/07/2025,21/07/2025,34.6,delivered
4630,141,7,Leeks (bunch of 3),vegetables,2,3,2,19/07/2025,21/07/2025,34.6,delivered
4631,141,59,Damson Gin (200ml),seasonal,10,2,12,24/07/2025,26/07/2025,27.8,delivered
4631,141,15,Conference Pears (4 pack),fruit,7,1,3.8,24/07/2025,26/07/2025,27.8,delivered
4632,141,36,Seeded Batch Loaf,bakery,6,2,4.2,29/07/2025,31/07/2025,30,delivered
4632,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,29/07/2025,31/07/2025,30,delivered
4632,141,59,Damson Gin (200ml),seasonal,10,1,12,29/07/2025,31/07/2025,30,delivered
4633,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,03/08/2025,05/08/2025,31.8,delivered
4633,141,59,Damson Gin (200ml),seasonal,10,1,12,03/08/2025,05/08/2025,31.8,delivered
4633,141,15,Conference Pears (4 pack),fruit,7,1,3.8,03/08/2025,05/08/2025,31.8,delivered
4634,141,15,Conference Pears (4 pack),fruit,7,1,3.8,12/08/2025,14/08/2025,48.6,delivered
4634,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,12/08/2025,14/08/2025,48.6,delivered
4634,141,59,Damson Gin (200ml),seasonal,10,1,12,12/08/2025,14/08/2025,48.6,delivered
4634,141,36,Seeded Batch Loaf,bakery,6,4,4.2,12/08/2025,14/08/2025,48.6,delivered
4635,141,7,Leeks (bunch of 3),vegetables,2,1,2,18/08/2025,20/08/2025,10.4,delivered
4635,141,36,Seeded Batch Loaf,bakery,6,2,4.2,18/08/2025,20/08/2025,10.4,delivered
4636,141,23,Free Range Eggs (dozen),dairy,2,4,3.2,24/08/2025,26/08/2025,12.8,delivered
4637,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,29/08/2025,31/08/2025,25.4,delivered
4637,141,15,Conference Pears (4 pack),fruit,7,1,3.8,29/08/2025,31/08/2025,25.4,delivered
4637,141,59,Damson Gin (200ml),seasonal,10,1,12,29/08/2025,31/08/2025,25.4,delivered
4638,141,7,Leeks (bunch of 3),vegetables,2,2,2,08/09/2025,10/09/2025,48,delivered
4638,141,15,Conference Pears (4 pack),fruit,7,2,3.8,08/09/2025,10/09/2025,48,delivered
4638,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,08/09/2025,10/09/2025,48,delivered
4638,141,59,Damson Gin (200ml),seasonal,10,1,12,08/09/2025,10/09/2025,48,delivered
4638,141,36,Seeded Batch Loaf,bakery,6,2,4.2,08/09/2025,10/09/2025,48,delivered
4639,141,7,Leeks (bunch of 3),vegetables,2,1,2,12/09/2025,14/09/2025,30.4,delivered
4639,141,36,Seeded Batch Loaf,bakery,6,3,4.2,12/09/2025,14/09/2025,30.4,delivered
4639,141,59,Damson Gin (200ml),seasonal,10,1,12,12/09/2025,14/09/2025,30.4,delivered
4639,141,15,Conference Pears (4 pack),fruit,7,1,3.8,12/09/2025,14/09/2025,30.4,delivered
4640,141,36,Seeded Batch Loaf,bakery,6,4,4.2,17/09/2025,19/09/2025,50.1,delivered
4640,141,15,Conference Pears (4 pack),fruit,7,1,3.8,17/09/2025,19/09/2025,50.1,delivered
4640,141,59,Damson Gin (200ml),seasonal,10,2,12,17/09/2025,19/09/2025,50.1,delivered
4640,141,22,Mixed Berry Box,fruit,4,1,5.5,17/09/2025,19/09/2025,50.1,delivered
4641,141,36,Seeded Batch Loaf,bakery,6,3,4.2,25/09/2025,27/09/2025,50.4,delivered
4641,141,59,Damson Gin (200ml),seasonal,10,1,12,25/09/2025,27/09/2025,50.4,delivered
4641,141,7,Leeks (bunch of 3),vegetables,2,3,2,25/09/2025,27/09/2025,50.4,delivered
4641,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,25/09/2025,27/09/2025,50.4,delivered
4641,141,15,Conference Pears (4 pack),fruit,7,1,3.8,25/09/2025,27/09/2025,50.4,delivered
4642,141,55,Mulled Wine Spice Kit,seasonal,9,3,3.5,03/10/2025,05/10/2025,26.3,delivered
4642,141,15,Conference Pears (4 pack),fruit,7,1,3.8,03/10/2025,05/10/2025,26.3,delivered
4642,141,59,Damson Gin (200ml),seasonal,10,1,12,03/10/2025,05/10/2025,26.3,delivered
4643,141,23,Free Range Eggs (dozen),dairy,2,4,3.2,13/10/2025,15/10/2025,54.1,delivered
4643,141,59,Damson Gin (200ml),seasonal,10,1,12,13/10/2025,15/10/2025,54.1,delivered
4643,141,55,Mulled Wine Spice Kit,seasonal,9,3,3.5,13/10/2025,15/10/2025,54.1,delivered
4643,141,36,Seeded Batch Loaf,bakery,6,4,4.2,13/10/2025,15/10/2025,54.1,delivered
4643,141,7,Leeks (bunch of 3),vegetables,2,1,2,13/10/2025,15/10/2025,54.1,delivered
4644,141,55,Mulled Wine Spice Kit,seasonal,9,2,3.5,22/10/2025,24/10/2025,64.4,delivered
4644,141,36,Seeded Batch Loaf,bakery,6,4,4.2,22/10/2025,24/10/2025,64.4,delivered
4644,141,23,Free Range Eggs (dozen),dairy,2,4,3.2,22/10/2025,24/10/2025,64.4,delivered
4644,141,59,Damson Gin (200ml),seasonal,10,2,12,22/10/2025,24/10/2025,64.4,delivered
4644,141,15,Conference Pears (4 pack),fruit,7,1,3.8,22/10/2025,24/10/2025,64.4,delivered
4645,141,55,Mulled Wine Spice Kit,seasonal,9,4,3.5,30/10/2025,01/11/2025,60.2,delivered
4645,141,15,Conference Pears (4 pack),fruit,7,1,3.8,30/10/2025,01/11/2025,60.2,delivered
4645,141,59,Damson Gin (200ml),seasonal,10,1,12,30/10/2025,01/11/2025,60.2,delivered
4645,141,7,Leeks (bunch of 3),vegetables,2,3,2,30/10/2025,01/11/2025,60.2,delivered
4645,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,30/10/2025,01/11/2025,60.2,delivered
4645,141,36,Seeded Batch Loaf,bakery,6,2,4.2,30/10/2025,01/11/2025,60.2,delivered
4646,141,36,Seeded Batch Loaf,bakery,6,4,4.2,07/11/2025,09/11/2025,72.1,delivered
4646,141,55,Mulled Wine Spice Kit,seasonal,9,4,3.5,07/11/2025,09/11/2025,72.1,delivered
4646,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,07/11/2025,09/11/2025,72.1,delivered
4646,141,15,Conference Pears (4 pack),fruit,7,1,3.8,07/11/2025,09/11/2025,72.1,delivered
4646,141,7,Leeks (bunch of 3),vegetables,2,3,2,07/11/2025,09/11/2025,72.1,delivered
4646,141,59,Damson Gin (200ml),seasonal,10,1,12,07/11/2025,09/11/2025,72.1,delivered
4646,141,2,Heritage Potatoes (2kg),vegetables,2,1,3.5,07/11/2025,09/11/2025,72.1,delivered
4647,141,59,Damson Gin (200ml),seasonal,10,1,12,17/11/2025,19/11/2025,44.8,delivered
4647,141,7,Leeks (bunch of 3),vegetables,2,1,2,17/11/2025,19/11/2025,44.8,delivered
4647,141,36,Seeded Batch Loaf,bakery,6,4,4.2,17/11/2025,19/11/2025,44.8,delivered
4647,141,55,Mulled Wine Spice Kit,seasonal,9,4,3.5,17/11/2025,19/11/2025,44.8,delivered
4648,141,15,Conference Pears (4 pack),fruit,7,2,3.8,21/11/2025,23/11/2025,25.6,delivered
4648,141,7,Leeks (bunch of 3),vegetables,2,2,2,21/11/2025,23/11/2025,25.6,delivered
4648,141,36,Seeded Batch Loaf,bakery,6,2,4.2,21/11/2025,23/11/2025,25.6,delivered
4648,141,21,Cooking Apples (1kg),fruit,7,2,2.8,21/11/2025,23/11/2025,25.6,delivered
4649,141,15,Conference Pears (4 pack),fruit,7,1,3.8,01/12/2025,03/12/2025,14.8,delivered
4649,141,7,Leeks (bunch of 3),vegetables,2,2,2,01/12/2025,03/12/2025,14.8,delivered
4649,141,55,Mulled Wine Spice Kit,seasonal,9,2,3.5,01/12/2025,03/12/2025,14.8,delivered
4650,141,36,Seeded Batch Loaf,bakery,6,4,4.2,06/12/2025,08/12/2025,40.4,delivered
4650,141,15,Conference Pears (4 pack),fruit,7,2,3.8,06/12/2025,08/12/2025,40.4,delivered
4650,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,06/12/2025,08/12/2025,40.4,delivered
4651,141,55,Mulled Wine Spice Kit,seasonal,9,4,3.5,15/12/2025,17/12/2025,71.2,delivered
4651,141,59,Damson Gin (200ml),seasonal,10,2,12,15/12/2025,17/12/2025,71.2,delivered
4651,141,15,Conference Pears (4 pack),fruit,7,1,3.8,15/12/2025,17/12/2025,71.2,delivered
4651,141,7,Leeks (bunch of 3),vegetables,2,2,2,15/12/2025,17/12/2025,71.2,delivered
4651,141,36,Seeded Batch Loaf,bakery,6,3,4.2,15/12/2025,17/12/2025,71.2,delivered
4651,141,23,Free Range Eggs (dozen),dairy,2,4,3.2,15/12/2025,17/12/2025,71.2,delivered
4652,141,55,Mulled Wine Spice Kit,seasonal,9,4,3.5,21/12/2025,23/12/2025,58,delivered
4652,141,15,Conference Pears (4 pack),fruit,7,1,3.8,21/12/2025,23/12/2025,58,delivered
4652,141,7,Leeks (bunch of 3),vegetables,2,3,2,21/12/2025,23/12/2025,58,delivered
4652,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,21/12/2025,23/12/2025,58,delivered
4652,141,36,Seeded Batch Loaf,bakery,6,3,4.2,21/12/2025,23/12/2025,58,delivered
4652,141,59,Damson Gin (200ml),seasonal,10,1,12,21/12/2025,23/12/2025,58,delivered
4653,141,15,Conference Pears (4 pack),fruit,7,2,3.8,30/12/2025,01/01/2026,63,delivered
4653,141,59,Damson Gin (200ml),seasonal,10,2,12,30/12/2025,01/01/2026,63,delivered
4653,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,30/12/2025,01/01/2026,63,delivered
4653,141,55,Mulled Wine Spice Kit,seasonal,9,2,3.5,30/12/2025,01/01/2026,63,delivered
4653,141,36,Seeded Batch Loaf,bakery,6,2,4.2,30/12/2025,01/01/2026,63,delivered
4654,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,03/01/2026,05/01/2026,46.2,delivered
4654,141,15,Conference Pears (4 pack),fruit,7,1,3.8,03/01/2026,05/01/2026,46.2,delivered
4654,141,59,Damson Gin (200ml),seasonal,10,1,12,03/01/2026,05/01/2026,46.2,delivered
4654,141,36,Seeded Batch Loaf,bakery,6,4,4.2,03/01/2026,05/01/2026,46.2,delivered
4654,141,7,Leeks (bunch of 3),vegetables,2,2,2,03/01/2026,05/01/2026,46.2,delivered
4655,141,59,Damson Gin (200ml),seasonal,10,2,12,12/01/2026,14/01/2026,62.4,delivered
4655,141,36,Seeded Batch Loaf,bakery,6,3,4.2,12/01/2026,14/01/2026,62.4,delivered
4655,141,15,Conference Pears (4 pack),fruit,7,1,3.8,12/01/2026,14/01/2026,62.4,delivered
4655,141,7,Leeks (bunch of 3),vegetables,2,3,2,12/01/2026,14/01/2026,62.4,delivered
4655,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,12/01/2026,14/01/2026,62.4,delivered
4656,141,7,Leeks (bunch of 3),vegetables,2,2,2,21/01/2026,23/01/2026,7.8,delivered
4656,141,15,Conference Pears (4 pack),fruit,7,1,3.8,21/01/2026,23/01/2026,7.8,delivered
4657,141,36,Seeded Batch Loaf,bakery,6,4,4.2,25/01/2026,27/01/2026,40.8,delivered
4657,141,59,Damson Gin (200ml),seasonal,10,2,12,25/01/2026,27/01/2026,40.8,delivered
4658,141,59,Damson Gin (200ml),seasonal,10,1,12,29/01/2026,31/01/2026,36.4,delivered
4658,141,36,Seeded Batch Loaf,bakery,6,4,4.2,29/01/2026,31/01/2026,36.4,delivered
4658,141,15,Conference Pears (4 pack),fruit,7,2,3.8,29/01/2026,31/01/2026,36.4,delivered
4659,141,15,Conference Pears (4 pack),fruit,7,2,3.8,08/02/2026,10/02/2026,25.6,delivered
4659,141,7,Leeks (bunch of 3),vegetables,2,1,2,08/02/2026,10/02/2026,25.6,delivered
4659,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,08/02/2026,10/02/2026,25.6,delivered
4660,141,7,Leeks (bunch of 3),vegetables,2,3,2,13/02/2026,15/02/2026,48.2,delivered
4660,141,15,Conference Pears (4 pack),fruit,7,1,3.8,13/02/2026,15/02/2026,48.2,delivered
4660,141,23,Free Range Eggs (dozen),dairy,2,3,3.2,13/02/2026,15/02/2026,48.2,delivered
4660,141,36,Seeded Batch Loaf,bakery,6,4,4.2,13/02/2026,15/02/2026,48.2,delivered
4660,141,59,Damson Gin (200ml),seasonal,10,1,12,13/02/2026,15/02/2026,48.2,delivered
4661,141,15,Conference Pears (4 pack),fruit,7,1,3.8,18/02/2026,20/02/2026,48.6,delivered
4661,141,23,Free Range Eggs (dozen),dairy,2,5,3.2,18/02/2026,20/02/2026,48.6,delivered
4661,141,59,Damson Gin (200ml),seasonal,10,1,12,18/02/2026,20/02/2026,48.6,delivered
4661,141,36,Seeded Batch Loaf,bakery,6,4,4.2,18/02/2026,20/02/2026,48.6,delivered
4662,141,59,Damson Gin (200ml),seasonal,10,1,12,27/02/2026,01/03/2026,26.6,delivered
